file	RefSeq_assembly_accession	species_taxid	organism_name	infraspecific_name	species	genus	family	order	class	phylum	superkingdom
GCF_002117245.1_ASM211724v1_genomic.gbff	GCF_002117245.1	1590	Lactiplantibacillus plantarum	strain=TMW 1.25	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_002148255.1_ASM214825v1_genomic.gbff	GCF_002148255.1	84112	Eggerthella lenta	strain=C592	Eggerthella lenta	Eggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
GCF_009676765.1_ASM967676v1_genomic.gbff	GCF_009676765.1	287	Pseudomonas aeruginosa	strain=1811-13R031	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_008033195.1_ASM803319v1_genomic.gbff	GCF_008033195.1	33964	Leuconostoc citreum	strain=CBA3627	Leuconostoc citreum	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_016127055.1_ASM1612705v1_genomic.gbff	GCF_016127055.1	46127	Staphylococcus felis	strain=FDAARGOS_1014	Staphylococcus felis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_016127275.1_ASM1612727v1_genomic.gbff	GCF_016127275.1	102684	Streptococcus infantarius	strain=FDAARGOS_1019	Streptococcus infantarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_004001245.1_ASM400124v1_genomic.gbff	GCF_004001245.1	1972068	Sulfurivermis fontis	strain=JG42	Sulfurivermis fontis	Sulfurivermis	Thioalkalispiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_009731485.1_ASM973148v1_genomic.gbff	GCF_009731485.1	226665	Rickettsia heilongjiangensis	strain=Sendai-29	Rickettsia heilongjiangensis	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_001274515.1_ASM127451v1_genomic.gbff	GCF_001274515.1	114186	Candidatus Carsonella ruddii	strain=YCCR	Candidatus Carsonella ruddii	Candidatus Carsonella	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002078375.2_ASM207837v2_genomic.gbff	GCF_002078375.2	1359	Lactococcus cremoris	strain=158	Lactococcus cremoris	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_002078335.1_ASM207833v1_genomic.gbff	GCF_002078335.1	33989	Rickettsia amblyommatis		Rickettsia amblyommatis	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_001442495.1_ASM144249v1_genomic.gbff	GCF_001442495.1	562	Escherichia coli	strain=YD786	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002173555.1_ASM217355v1_genomic.gbff	GCF_002173555.1	1580	Levilactobacillus brevis	strain=SRCM101174	Levilactobacillus brevis	Levilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_900009115.1_BN2877_genomic.gbff	GCF_900009115.1	85698	Achromobacter xylosoxidans		Achromobacter xylosoxidans	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_000590925.1_ASM59092v1_genomic.gbff	GCF_000590925.1	159346	Roseibacterium elongatum DSM 19469	strain=DFL-43	Roseibacterium elongatum	Roseibacterium	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_900416725.1_668_genomic.gbff	GCF_900416725.1	83555	Chlamydia abortus	strain=15-70d24	Chlamydia abortus	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_002216835.1_ASM221683v1_genomic.gbff	GCF_002216835.1	1134687	Klebsiella michiganensis	strain=K516	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_013463375.1_ASM1346337v1_genomic.gbff	GCF_013463375.1	114186	Candidatus Carsonella ruddii		Candidatus Carsonella ruddii	Candidatus Carsonella	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014109845.1_ASM1410984v1_genomic.gbff	GCF_014109845.1	128780	Stenotrophomonas acidaminiphila	strain=T0-18	Stenotrophomonas acidaminiphila	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014218015.1_ASM1421801v1_genomic.gbff	GCF_014218015.1	1314	Streptococcus pyogenes	strain=37-97	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_003573485.1_ASM357348v1_genomic.gbff	GCF_003573485.1	1906	Streptomyces fradiae	strain=NKZ-259	Streptomyces fradiae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria
GCF_003956125.2_ASM395612v2_genomic.gbff	GCF_003956125.2	34038	Rahnella aquatilis	strain=KM25	Rahnella aquatilis	Rahnella	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003956145.2_ASM395614v2_genomic.gbff	GCF_003956145.2	34038	Rahnella aquatilis	strain=KM05	Rahnella aquatilis	Rahnella	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003956165.1_ASM395616v1_genomic.gbff	GCF_003956165.1	562	Escherichia coli	strain=504838	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_900637125.1_48853_G02_genomic.gbff	GCF_900637125.1	29575	Taylorella equigenitalis ATCC 35865	strain=NCTC 11184	Taylorella equigenitalis	Taylorella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_001554015.1_ASM155401v1_genomic.gbff	GCF_001554015.1	713030	Selenomonas sp. oral taxon 136	strain=F0591	Selenomonas sp. oral taxon 136	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
GCF_002752775.1_ASM275277v1_genomic.gbff	GCF_002752775.1	573	Klebsiella pneumoniae	strain=INF249	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002752905.1_ASM275290v1_genomic.gbff	GCF_002752905.1	573	Klebsiella pneumoniae	strain=KSB1_7E	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002753915.1_ASM275391v1_genomic.gbff	GCF_002753915.1	470	Acinetobacter baumannii	strain=AbPK1	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002786465.1_ASM278646v1_genomic.gbff	GCF_002786465.1	1280	Staphylococcus aureus	strain=EDCC5458	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_009873295.1_ASM987329v1_genomic.gbff	GCF_009873295.1	180957	Pectobacterium brasiliense	strain=1692	Pectobacterium brasiliense	Pectobacterium	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_016028775.1_ASM1602877v1_genomic.gbff	GCF_016028775.1	478	Moraxella nonliquefaciens	strain=FDAARGOS_869	Moraxella nonliquefaciens	Moraxella	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_016726965.1_ASM1672696v1_genomic.gbff	GCF_016726965.1	2051	Mobiluncus curtisii	strain=FDAARGOS_1128	Mobiluncus curtisii	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria
GCF_016888905.1_ASM1688890v1_genomic.gbff	GCF_016888905.1	823	Parabacteroides distasonis	strain=FDAARGOS_1234	Parabacteroides distasonis	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
GCF_009498695.1_ASM949869v1_genomic.gbff	GCF_009498695.1	774	Bartonella bacilliformis	strain=KC584	Bartonella bacilliformis	Bartonella	Bartonellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_009755685.1_ASM975568v1_genomic.gbff	GCF_009755685.1	61645	Enterobacter asburiae	strain=AEB30	Enterobacter asburiae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_016807685.1_ASM1680768v1_genomic.gbff	GCF_016807685.1	293387	Bacillus altitudinis	strain=63-2-2	Bacillus altitudinis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_001672035.1_ASM167203v1_genomic.gbff	GCF_001672035.1	1590	Lactiplantibacillus plantarum	strain=NCU116	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_002025205.1_ASM202520v1_genomic.gbff	GCF_002025205.1	1930532	Pseudomonas sp. CC6-YY-74	strain=CC6-YY-74	Pseudomonas sp. CC6-YY-74	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_006385135.1_ASM638513v1_genomic.gbff	GCF_006385135.1	2043170	Paremcibacter congregatus	strain=ZYLT	Paremcibacter congregatus	Paremcibacter	Emcibacteraceae	Emcibacterales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_009496955.1_ASM949695v1_genomic.gbff	GCF_009496955.1	1614	Fructilactobacillus fructivorans	strain=LF543	Fructilactobacillus fructivorans	Fructilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_015291825.1_ASM1529182v1_genomic.gbff	GCF_015291825.1	1307	Streptococcus suis	strain=YSJ17	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_900186955.1_49386_E02_genomic.gbff	GCF_900186955.1	1408	Bacillus pumilus	strain=NCTC10337	Bacillus pumilus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_002983705.1_ASM298370v1_genomic.gbff	GCF_002983705.1	210	Helicobacter pylori	strain=FDAARGOS_300	Helicobacter pylori	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003574195.1_ASM357419v1_genomic.gbff	GCF_003574195.1	213	Helicobacter cinaedi	strain=MRY08-1234	Helicobacter cinaedi	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001558975.1_ASM155897v1_genomic.gbff	GCF_001558975.1	1795053	Microbacterium sp. PAMC 28756	strain=HSR44	Microbacterium sp. PAMC 28756	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
GCF_001559115.2_ASM155911v2_genomic.gbff	GCF_001559115.2	1286	Staphylococcus simulans	strain=FDAARGOS_124	Staphylococcus simulans	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_006965525.1_ASM696552v1_genomic.gbff	GCF_006965525.1	492670	Bacillus velezensis	strain=WRN014	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_015353135.1_ASM1535313v1_genomic.gbff	GCF_015353135.1	562	Escherichia coli O157:H7	strain=Wll001	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_900079795.1_CITRO92_PRJEB13533_v1_genomic.gbff	GCF_900079795.1	35703	Citrobacter amalonaticus	strain=92	Citrobacter amalonaticus	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_900086555.1_34903_D01_genomic.gbff	GCF_900086555.1	28091	Neisseria weaveri	strain=NCTC13585	Neisseria weaveri	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_000981485.1_EcoliK12AG100_genomic.gbff	GCF_000981485.1	562	Escherichia coli K-12	strain=K-12 substr. AG100	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_900637575.1_52006_A02_genomic.gbff	GCF_900637575.1	84110	Slackia heliotrinireducens	strain=NCTC11029	Slackia heliotrinireducens	Slackia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
GCF_900637615.1_52191_A01_genomic.gbff	GCF_900637615.1	103855	Bordetella hinzii	strain=NCTC13199	Bordetella hinzii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_900637825.1_52683_C03_genomic.gbff	GCF_900637825.1	43990	Corynebacterium segmentosum	strain=NCTC934	Corynebacterium segmentosum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_900187305.1_51470_F02_genomic.gbff	GCF_900187305.1	326523	Neisseria zoodegmatis	strain=NCTC12230	Neisseria zoodegmatis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002761255.1_ASM276125v1_genomic.gbff	GCF_002761255.1	1352	Enterococcus faecium	strain=E240	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_018064205.1_ASM1806420v1_genomic.gbff	GCF_018064205.1	225991	Comamonas aquatica	strain=NEB418	Comamonas aquatica	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009429045.2_ASM942904v2_genomic.gbff	GCF_009429045.2	584	Proteus mirabilis	strain=CRE14IB	Proteus mirabilis	Proteus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002357135.1_ASM235713v1_genomic.gbff	GCF_002357135.1	35790	Rickettsia japonica	strain=PO-1	Rickettsia japonica	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_002357155.1_ASM235715v1_genomic.gbff	GCF_002357155.1	35790	Rickettsia japonica	strain=OHH-1	Rickettsia japonica	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_002357175.1_ASM235717v1_genomic.gbff	GCF_002357175.1	35790	Rickettsia japonica	strain=Nakase	Rickettsia japonica	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_002357195.1_ASM235719v1_genomic.gbff	GCF_002357195.1	35790	Rickettsia japonica	strain=MZ08014	Rickettsia japonica	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_002357215.1_ASM235721v1_genomic.gbff	GCF_002357215.1	35790	Rickettsia japonica	strain=HH07167	Rickettsia japonica	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_002357235.1_ASM235723v1_genomic.gbff	GCF_002357235.1	35790	Rickettsia japonica	strain=HH07124	Rickettsia japonica	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_002357255.1_ASM235725v1_genomic.gbff	GCF_002357255.1	35790	Rickettsia japonica	strain=HH06154	Rickettsia japonica	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_002357275.1_ASM235727v1_genomic.gbff	GCF_002357275.1	35790	Rickettsia japonica	strain=HH-1	Rickettsia japonica	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_002357295.1_ASM235729v1_genomic.gbff	GCF_002357295.1	35790	Rickettsia japonica	strain=DT-1	Rickettsia japonica	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_002357875.1_ASM235787v1_genomic.gbff	GCF_002357875.1	562	Escherichia coli	strain=MRY15-131	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002368255.1_ASM236825v1_genomic.gbff	GCF_002368255.1	1184	Leptolyngbya boryana NIES-2135	strain=NIES-2135	Leptolyngbya boryana	Leptolyngbya	Leptolyngbyaceae	Synechococcales		Cyanobacteria	Bacteria
GCF_003454755.1_ASM345475v1_genomic.gbff	GCF_003454755.1	1901	Streptomyces clavuligerus	strain=F1D-5	Streptomyces clavuligerus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria
GCF_009858115.1_ASM985811v1_genomic.gbff	GCF_009858115.1	645	Aeromonas salmonicida subsp. salmonicida	strain=J409	Aeromonas salmonicida	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_005576555.1_ASM557655v1_genomic.gbff	GCF_005576555.1	74426	Collinsella aerofaciens	strain=P10wA7	Collinsella aerofaciens	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
GCF_001548135.1_ASM154813v1_genomic.gbff	GCF_001548135.1	287	Pseudomonas aeruginosa	strain=8380	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_001633165.1_ASM163316v1_genomic.gbff	GCF_001633165.1	35806	Rhodovulum sulfidophilum DSM 1374	strain=DSM 1374	Rhodovulum sulfidophilum	Rhodovulum	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_001704235.1_ASM170423v1_genomic.gbff	GCF_001704235.1	573	Klebsiella pneumoniae	strain=DHQP1002001	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002859865.1_ASM285986v1_genomic.gbff	GCF_002859865.1	35814	Bordetella holmesii	strain=F616	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002859885.1_ASM285988v1_genomic.gbff	GCF_002859885.1	35814	Bordetella holmesii	strain=F621	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002859905.1_ASM285990v1_genomic.gbff	GCF_002859905.1	35814	Bordetella holmesii	strain=F617	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002859945.1_ASM285994v1_genomic.gbff	GCF_002859945.1	35814	Bordetella holmesii	strain=F626	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002859965.1_ASM285996v1_genomic.gbff	GCF_002859965.1	519	Bordetella parapertussis	strain=H889	Bordetella parapertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002860005.1_ASM286000v1_genomic.gbff	GCF_002860005.1	35814	Bordetella holmesii	strain=H656	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002860025.1_ASM286002v1_genomic.gbff	GCF_002860025.1	35814	Bordetella holmesii	strain=H785	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002860045.1_ASM286004v1_genomic.gbff	GCF_002860045.1	123899	Bordetella trematum	strain=E202	Bordetella trematum	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003184465.1_ASM318446v1_genomic.gbff	GCF_003184465.1	518	Bordetella bronchiseptica	strain=F709	Bordetella bronchiseptica	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_003186265.1_ASM318626v1_genomic.gbff	GCF_003186265.1	519	Bordetella parapertussis	strain=A747	Bordetella parapertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_004634565.1_ASM463456v1_genomic.gbff	GCF_004634565.1	518	Bordetella bronchiseptica	strain=E016	Bordetella bronchiseptica	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009625835.1_ASM962583v1_genomic.gbff	GCF_009625835.1	519	Bordetella parapertussis	strain=J711	Bordetella parapertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009625875.1_ASM962587v1_genomic.gbff	GCF_009625875.1	519	Bordetella parapertussis	strain=J676	Bordetella parapertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009626115.1_ASM962611v1_genomic.gbff	GCF_009626115.1	519	Bordetella parapertussis	strain=J307	Bordetella parapertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009626495.1_ASM962649v1_genomic.gbff	GCF_009626495.1	519	Bordetella parapertussis	strain=J166	Bordetella parapertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009626595.1_ASM962659v1_genomic.gbff	GCF_009626595.1	519	Bordetella parapertussis	strain=J069	Bordetella parapertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009626835.1_ASM962683v1_genomic.gbff	GCF_009626835.1	519	Bordetella parapertussis	strain=I143	Bordetella parapertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009626915.1_ASM962691v1_genomic.gbff	GCF_009626915.1	35814	Bordetella holmesii	strain=H869	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009626935.1_ASM962693v1_genomic.gbff	GCF_009626935.1	35814	Bordetella holmesii	strain=H863	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009626955.1_ASM962695v1_genomic.gbff	GCF_009626955.1	35814	Bordetella holmesii	strain=H862	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009626995.1_ASM962699v1_genomic.gbff	GCF_009626995.1	35814	Bordetella holmesii	strain=H808	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009627015.1_ASM962701v1_genomic.gbff	GCF_009627015.1	35814	Bordetella holmesii	strain=H807	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009627035.1_ASM962703v1_genomic.gbff	GCF_009627035.1	35814	Bordetella holmesii	strain=H719	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009627075.1_ASM962707v1_genomic.gbff	GCF_009627075.1	35814	Bordetella holmesii	strain=H713	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_009627095.1_ASM962709v1_genomic.gbff	GCF_009627095.1	35814	Bordetella holmesii	strain=H641	Bordetella holmesii	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
