organism_name,infraspecific_name,species,genus,family,order,class,phylum,superkingdom
Neoasaia chiangmaiensis,strain=NBRC 101099,Neoasaia chiangmaiensis,Neoasaia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Neobacillus mesonae,strain=H20-5,Neobacillus mesonae,Neobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Neochlamydia sp. S13,strain=S13,Neochlamydia sp. S13,Neochlamydia,Parachlamydiaceae,Parachlamydiales,Chlamydiia,Chlamydiae,Bacteria
Neokomagataea tanensis,strain=AH13 = NBRC 106556,Neokomagataea tanensis,Neokomagataea,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Neomicrococcus aestuarii,strain=B18,Neomicrococcus aestuarii,Neomicrococcus,Micrococcaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Neorhizobium sp. NCHU2750,strain=NCHU2750,Neorhizobium sp. NCHU2750,Neorhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Neorickettsia sennetsu str. Miyayama,strain=Miyayama,Neorickettsia sennetsu,Neorickettsia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
Neptunomonas concharum,strain=JCM17730,Neptunomonas concharum,Neptunomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Niabella ginsenosidivorans,strain=BS26,Niabella ginsenosidivorans,Niabella,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,Bacteria
Niastella koreensis GR20-10,strain=GR20-10,Niastella koreensis,Niastella,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,Bacteria
Nitratifractor salsuginis DSM 16511,strain=DSM 16511,Nitratifractor salsuginis,Nitratifractor,Sulfurovaceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
Nitratireductor sp. OM-1,strain=OM-1,Nitratireductor sp. OM-1,Nitratireductor,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Nitratiruptor sp. SB155-2,strain=SB155-2,Nitratiruptor sp. SB155-2,Nitratiruptor,Nitratiruptoraceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria
Nitrobacter winogradskyi Nb-255,strain=Nb-255,Nitrobacter winogradskyi,Nitrobacter,Bradyrhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Nitrosarchaeum sp. AC2,strain=AC2,Nitrosarchaeum sp. AC2,Nitrosarchaeum,Nitrosopumilaceae,Nitrosopumilales,,Thaumarchaeota,Archaea
Nitrosococcus wardiae,strain=D1FHS,Nitrosococcus wardiae,Nitrosococcus,Chromatiaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Nitrosomonas communis,strain=Nm2,Nitrosomonas communis,Nitrosomonas,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria
Candidatus Nitrosopumilus koreensis AR1,strain=AR1,Candidatus Nitrosopumilus koreensis,Nitrosopumilus,Nitrosopumilaceae,Nitrosopumilales,,Thaumarchaeota,Archaea
Nitrososphaera viennensis EN76,strain=EN76,Nitrososphaera viennensis,Nitrososphaera,Nitrososphaeraceae,Nitrososphaerales,Nitrososphaeria,Thaumarchaeota,Archaea
Nitrosospira multiformis ATCC 25196,strain=ATCC 25196,Nitrosospira multiformis,Nitrosospira,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria
Candidatus Nitrospira inopinata,,Candidatus Nitrospira inopinata,Nitrospira,Nitrospiraceae,Nitrospirales,Nitrospira,Nitrospirae,Bacteria
Nitrospirillum amazonense CBAmc,strain=CBAmC,Nitrospirillum amazonense,Nitrospirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Niveispirillum cyanobacteriorum,strain=TH16,Niveispirillum cyanobacteriorum,Niveispirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Nocardia cyriacigeorgica,strain=MDA3349,Nocardia cyriacigeorgica,Nocardia,Nocardiaceae,Corynebacteriales,Actinomycetia,Actinobacteria,Bacteria
Nocardioides daphniae,strain=JCM 16608,Nocardioides daphniae,Nocardioides,Nocardioidaceae,Propionibacteriales,Actinomycetia,Actinobacteria,Bacteria
Nocardiopsis dassonvillei,strain=NCTC10488,Nocardiopsis dassonvillei,Nocardiopsis,Nocardiopsaceae,Streptosporangiales,Actinomycetia,Actinobacteria,Bacteria
Nodularia spumigena UHCC 0039,strain=UHCC 0039,Nodularia spumigena,Nodularia,Aphanizomenonaceae,Nostocales,,Cyanobacteria,Bacteria
Nonlabens dokdonensis DSW-6,strain=DSW-6,Nonlabens dokdonensis,Nonlabens,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Nonomuraea sp. ATCC 55076,strain=ATCC 55076,Nonomuraea sp. ATCC 55076,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteria,Bacteria
Nostoc edaphicum CCNP1411,strain=CCNP1411,Nostoc edaphicum,Nostoc,Nostocaceae,Nostocales,,Cyanobacteria,Bacteria
Novibacillus thermophilus,strain=SG-1,Novibacillus thermophilus,Novibacillus,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Novosphingobium sp. P6W,strain=P6W,Novosphingobium sp. P6W,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
Obesumbacterium proteus,strain=DSM 2777,Obesumbacterium proteus,Obesumbacterium,Hafniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Oblitimonas alkaliphila,strain=B4199,Oblitimonas alkaliphila,Oblitimonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Oceanicoccus sagamiensis,strain=NBRC 107125,Oceanicoccus sagamiensis,Oceanicoccus,Spongiibacteraceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
Oceanimonas sp. GK1,strain=GK1,Oceanimonas sp. GK1,Oceanimonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Oceanisphaera avium,strain=AMac2203,Oceanisphaera avium,Oceanisphaera,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Oceanithermus profundus DSM 14977,strain=DSM 14977,Oceanithermus profundus,Oceanithermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus,Bacteria
Oceanobacillus iheyensis,strain=CHQ24,Oceanobacillus iheyensis,Oceanobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Octadecabacter arcticus 238,strain=238,Octadecabacter arcticus,Octadecabacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Odoribacter splanchnicus,strain=NCTC10825,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
Oenococcus oeni,strain=UBOCC-A-315001,Oenococcus oeni,Oenococcus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
Oerskovia sp. KBS0722,strain=KBS0722,Oerskovia sp. KBS0722,Oerskovia,Cellulomonadaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Oleiphilus messinensis,strain=ME102,Oleiphilus messinensis,Oleiphilus,Oleiphilaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Oligella ureolytica,strain=FDAARGOS_872,Oligella ureolytica,Oligella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Olleya aquimaris,strain=DAU311,Olleya aquimaris,Olleya,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Olsenella sp. oral taxon 807,strain=F0089,Olsenella sp. oral taxon 807,Olsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria
Opitutus terrae PB90-1,strain=PB90-1,Opitutus terrae,Opitutus,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,Bacteria
Orbus sp. IPMB12,strain=IPMB12,Orbus sp. IPMB12,Orbus,Orbaceae,Orbales,Gammaproteobacteria,Proteobacteria,Bacteria
Orientia tsutsugamushi,strain=Wuj/2014,Orientia tsutsugamushi,Orientia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
Ornithinimicrobium flavum,strain=CPCC 203535,Ornithinimicrobium flavum,Ornithinimicrobium,Ornithinimicrobiaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Ornithobacterium rhinotracheale,strain=FARPER-174b,Ornithobacterium rhinotracheale,Ornithobacterium,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Orrella dioscoreae,,Orrella dioscoreae,Orrella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Oryzomicrobium terrae,strain=TPP412,Oryzomicrobium terrae,Oryzomicrobium,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria,Bacteria
Oscillatoria nigro-viridis PCC 7112,strain=PCC 7112,Oscillatoria nigro-viridis,Oscillatoria,Oscillatoriaceae,Oscillatoriales,,Cyanobacteria,Bacteria
Oscillibacter valericigenes Sjm18-20,strain=Sjm18-20,Oscillibacter valericigenes,Oscillibacter,Oscillospiraceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Otariodibacter oris,strain=Baika1,Otariodibacter oris,Otariodibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
Ottowia sp. oral taxon 894,strain=W10237,Ottowia sp. oral taxon 894,Ottowia,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Owenweeksia hongkongensis DSM 17368,strain=DSM 17368,Owenweeksia hongkongensis,Owenweeksia,Schleiferiaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Oxalobacter formigenes OXCC13,strain=OXCC13,Oxalobacter formigenes,Oxalobacter,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Paenalcaligenes hominis,strain=microbial,Paenalcaligenes hominis,Paenalcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Paenarthrobacter ureafaciens,strain=CZY1,Paenarthrobacter ureafaciens,Paenarthrobacter,Micrococcaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Paenibacillus sp. CAA11,strain=CAA11,Paenibacillus sp. CAA11,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Paeniclostridium sordellii,strain=AM370,Paeniclostridium sordellii,Paeniclostridium,Peptostreptococcaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Paenisporosarcina antarctica,strain=CGMCC 1.6503,Paenisporosarcina antarctica,Paenisporosarcina,Planococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Palaeococcus pacificus DY20341,strain=DY20341,Palaeococcus pacificus,Palaeococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea
Paludibacter propionicigenes WB4,strain=WB4,Paludibacter propionicigenes,Paludibacter,Paludibacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
Paludibaculum fermentans,strain=P105,Paludibaculum fermentans,Paludibaculum,Bryobacteraceae,Bryobacterales,Acidobacteriia,Acidobacteria,Bacteria
Paludisphaera borealis,strain=PX4,Paludisphaera borealis,Paludisphaera,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetes,Bacteria
Panacibacter ginsenosidivorans,strain=Gsoil1550,Panacibacter ginsenosidivorans,Panacibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,Bacteria
Pandoraea pnomenusa 3kgm,strain=3kgm,Pandoraea pnomenusa,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Pannonibacter phragmitetus BB,strain=BB,Pannonibacter phragmitetus,Pannonibacter,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Pantoea ananatis,strain=R100,Pantoea ananatis,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Parabacteroides distasonis,strain=FDAARGOS_759,Parabacteroides distasonis,Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
Paraburkholderia sprentiae WSM5005,strain=WSM5005,Paraburkholderia sprentiae,Paraburkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Parachlamydia acanthamoebae UV-7,strain=UV-7,Parachlamydia acanthamoebae,Parachlamydia,Parachlamydiaceae,Parachlamydiales,Chlamydiia,Chlamydiae,Bacteria
Paracoccus yeei,strain=FDAARGOS_252,Paracoccus yeei,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Paradevosia shaoguanensis,strain=J5-3,Paradevosia shaoguanensis,Paradevosia,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Parageobacillus thermoglucosidasius,strain=TM242,Parageobacillus thermoglucosidasius,Parageobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Paraglaciecola mesophila,strain=GPM4,Paraglaciecola mesophila,Paraglaciecola,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Paraphotobacterium marinum,strain=NSCS20N07D,Paraphotobacterium marinum,Paraphotobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
Paraprevotella xylaniphila YIT 11841,,Paraprevotella xylaniphila,Paraprevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
Pararhodospirillum photometricum DSM 122,strain=DSM 122,Pararhodospirillum photometricum,Pararhodospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Parasaccharibacter apium,strain=G7_7_3c,Parasaccharibacter apium,Parasaccharibacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Parascardovia denticolens DSM 10105 = JCM 12538,strain=JCM 12538,Parascardovia denticolens,Parascardovia,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia,Actinobacteria,Bacteria
Parashewanella spongiae,strain=HJ039,Parashewanella spongiae,Parashewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Parasphingopyxis algicola,strain=JCM 31719,Parasphingopyxis algicola,Parasphingopyxis,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
Paraurantiacibacter namhicola,strain=JCM 16345,Paraurantiacibacter namhicola,Paraurantiacibacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
Paremcibacter congregatus,strain=ZYLT,Paremcibacter congregatus,Paremcibacter,Emcibacteraceae,Emcibacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Parolsenella catena,strain=JCM 31932,Parolsenella catena,Parolsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria
Parvibaculum lavamentivorans DS-1,strain=DS-1,Parvibaculum lavamentivorans,Parvibaculum,Parvibaculaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Parvimonas micra,strain=KCOM 1037,Parvimonas micra,Parvimonas,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria
Parvularcula bermudensis HTCC2503,strain=HTCC2503,Parvularcula bermudensis,Parvularcula,Parvularculaceae,Parvularculales,Alphaproteobacteria,Proteobacteria,Bacteria
Pasteurella multocida,strain=FDAARGOS_385,Pasteurella multocida,Pasteurella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
Paucibacter sp. KCTC 42545,strain=KCTC 42545,Paucibacter sp. KCTC 42545,Paucibacter,,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Paucilactobacillus nenjiangensis,strain=SH-Y15,Paucilactobacillus nenjiangensis,Paucilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
Pectinatus frisingensis,strain=MB139,Pectinatus frisingensis,Pectinatus,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria
Pectobacterium odoriferum,strain=BC S7,Pectobacterium odoriferum,Pectobacterium,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Pediococcus pentosaceus,strain=FDAARGOS_1011,Pediococcus pentosaceus,Pediococcus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
Pedobacter steynii,strain=DX4,Pedobacter steynii,Pedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,Bacteria
Pelagerythrobacter marensis,strain=KCTC 22370,Pelagerythrobacter marensis,Pelagerythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
Pelagibaca abyssi,strain=JLT2014,Pelagibaca abyssi,Pelagibaca,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Pelagibacterium halotolerans,strain=ANSP101,Pelagibacterium halotolerans,Pelagibacterium,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Pelobacter propionicus DSM 2379,strain=DSM 2379,Pelobacter propionicus,Pelobacter,Desulfuromonadaceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,Bacteria
Pelodictyon luteolum DSM 273,strain=DSM 273,Pelodictyon luteolum,Pelodictyon,Chlorobiaceae,Chlorobiales,Chlorobia,Chlorobi,Bacteria
Pelolinea submarina,strain=MO-CFX1,Pelolinea submarina,Pelolinea,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,Bacteria
Pelosinus sp. UFO1,strain=UFO1,Pelosinus sp. UFO1,Pelosinus,Sporomusaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria
Peptacetobacter hiranonis,strain=DGF055142,Peptacetobacter hiranonis,Peptacetobacter,Peptostreptococcaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Peptoclostridium acidaminophilum DSM 3953,strain=al-2,Peptoclostridium acidaminophilum,Peptoclostridium,Peptostreptococcaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Peptoniphilus harei,strain=NCTC13077,Peptoniphilus harei,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria
Peribacillus psychrosaccharolyticus,strain=FDAARGOS_1161,Peribacillus psychrosaccharolyticus,Peribacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Permianibacter aggregans,strain=HW001,Permianibacter aggregans,Permianibacter,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Persephonella marina EX-H1,strain=EX-H1,Persephonella marina,Persephonella,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria
Petrimonas mucosa,strain=ING2-E5A,Petrimonas mucosa,Petrimonas,Dysgonomonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
Petrotoga mobilis SJ95,strain=SJ95,Petrotoga mobilis,Petrotoga,Petrotogaceae,Petrotogales,Thermotogae,Thermotogae,Bacteria
Phaeobacter piscinae,strain=P36,Phaeobacter piscinae,Phaeobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Phascolarctobacterium faecium,,Phascolarctobacterium faecium,Phascolarctobacterium,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria
Phenylobacterium zucineum HLK1,strain=HLK1,Phenylobacterium zucineum,Phenylobacterium,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Phocaeicola coprophilus,strain=FDAARGOS_1220,Phocaeicola coprophilus,Phocaeicola,,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
Phoenicibacter congonensis,,Phoenicibacter congonensis,Phoenicibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria
Photobacterium ganghwense,strain=C2.2,Photobacterium ganghwense,Photobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
Photorhabdus laumondii subsp. laumondii,strain=DJC,Photorhabdus laumondii,Photorhabdus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Phreatobacter cathodiphilus,strain=S-12,Phreatobacter cathodiphilus,Phreatobacter,,,Alphaproteobacteria,Proteobacteria,Bacteria
Phycicoccus endophyticus,strain=JCM 31784,Phycicoccus endophyticus,Phycicoccus,Intrasporangiaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Phycisphaera mikurensis NBRC 102666,strain=NBRC 102666,Phycisphaera mikurensis,Phycisphaera,Phycisphaeraceae,Phycisphaerales,Phycisphaerae,Planctomycetes,Bacteria
Phyllobacterium zundukense,strain=Tri-48; RCAM 03910,Phyllobacterium zundukense,Phyllobacterium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Phytobacter ursingii,strain=CAV1151,Phytobacter ursingii,Phytobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Phytohabitans suffuscus,strain=NBRC 105367,Phytohabitans suffuscus,Phytohabitans,Micromonosporaceae,Micromonosporales,Actinomycetia,Actinobacteria,Bacteria
Picrophilus torridus DSM 9790,strain=DSM 9790,Picrophilus torridus,Picrophilus,Picrophilaceae,Thermoplasmatales,Thermoplasmata,Candidatus Thermoplasmatota,Archaea
Pigmentiphaga aceris,strain=Mada1488,Pigmentiphaga aceris,Pigmentiphaga,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Pimelobacter simplex,strain=VKM Ac-2033D,Pimelobacter simplex,Pimelobacter,Nocardioidaceae,Propionibacteriales,Actinomycetia,Actinobacteria,Bacteria
Pirellula staleyi DSM 6068,strain=DSM 6068,Pirellula staleyi,Pirellula,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetes,Bacteria
Piscirickettsia salmonis,strain=PSCGR01,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
Pistricoccus aurantiacus,strain=CBA4606,Pistricoccus aurantiacus,Pistricoccus,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Planctomyces sp. SH-PL14,strain=SH-PL14,Planctomyces sp. SH-PL14,Planctomyces,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,Bacteria
Planctopirus limnophila DSM 3776,strain=DSM 3776,Planctopirus limnophila,Planctopirus,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,Bacteria
